"","sgCtu1-g1-R1-input","sgCtu1-g1-R1-polysome","sgCtu1-g1-R2-polysome","sgCtu1-g2-R1-input","sgCtu1-g2-R2-input","sgCtu1-g2-R1-polysome","sgCtu1-g2-R2-polysome","sgCtu2-g1-R1-input","sgCtu2-g1-R2-input","sgCtu2-g1-R1-polysome","sgCtu2-g1-R2-polysome","sgCtu2-g2-R1-input","sgCtu2-g2-R2-input","sgCtu2-g2-R2-polysome","sgScr-g1-R1-input","sgScr-g1-R2-input","sgScr-g1-R2-polysome","sgScr-g2-R1-input","sgScr-g2-R2-input","sgScr-g2-R2-polysome"
"Ifngr1",44.184377291677,30.7173938243309,47.0879580401303,37.5758884392205,41.3290543143306,42.3698250311633,41.7004211386215,41.6090556974377,43.6977886449279,34.4937502371446,32.3308215695209,37.4658445594457,34.0583959036468,34.1508680436018,43.2307121979974,42.5391000664591,40.5825994024362,39.4938774308704,51.623622797933,44.4419811861201
"Pex7",6.58065193705828,9.00337405195905,4.75635939799296,4.87470985157456,6.4648800044763,4.60541576425688,9.04346482524322,10.1422073262504,4.38973219264116,8.18495768339026,7.1846270154491,4.09782674868937,7.46485389668972,5.25397969901567,10.5777274527015,6.34355000991057,7.49217219737284,5.46456165710156,6.94099130056242,8.0803602156582
"Map3k5",13.6313504410493,17.4771378655676,13.3178063143803,13.8116779127946,16.6239771543676,16.5794967513248,15.0724413754054,16.1235090827571,13.7677964223745,8.18495768339026,15.9658378121091,12.8788840673094,19.1286881102674,16.8127350368501,17.0163441630415,18.6575000291487,16.8573874440889,17.3872416362322,19.955349989117,17.8922261918146
"Map7",19.7419558111748,26.4805119175266,23.3061610501655,25.998452541731,30.7081800212624,19.3427462098789,21.603832638081,22.1048108392638,33.5215912892598,22.2163137120593,21.1547351010446,16.9767108159988,28.4597554811295,18.9143269164564,21.155454905403,27.9862500437231,16.8573874440889,25.8324732881165,19.5215380328318,19.6237319523128
"Bclaf1",62.5161934020536,65.1420593171155,62.3083081137078,65.8085829962565,60.7236943277595,80.1342342980697,69.8356450393782,60.8532439575026,74.2263807119323,69.5721403088172,65.4599350296473,62.0528050515819,61.1184912791471,70.40332796681,68.0653766521662,60.8234500950248,84.9112849035588,61.3521240592766,65.0717934427727,75.6090848750875
"Pde7b",17.3917229765112,13.2402559587633,9.98835473578522,12.1867746289364,11.544428579422,12.8951641399193,11.0531236752973,14.0430562978852,7.98133125934756,11.1081568560296,10.3777945778709,12.8788840673094,18.1955813731812,8.93176548832664,11.4975298398929,16.0454500250679,14.3599967116313,14.1581824752177,9.54386303827333,14.4292146708182
"Hbs1l",28.6728405828968,22.7732402490729,17.598529772574,28.8420332884828,23.0888571588439,30.3957440440954,27.6328091882432,23.6651504279177,26.338393155847,28.6473518918659,26.7427783352827,21.6599413859295,17.7290280046381,31.523878194094,17.4762453566373,27.6131000431401,23.1008642752329,24.590527456957,26.8963412896794,17.3150576049819
"Sgk1",314.931199844932,224.554741060626,250.660140274229,336.964318490091,336.866425947533,222.902122990033,260.753235794513,340.414086924662,356.166907448385,239.702332156429,263.4363238998,338.948812498735,323.788037768916,252.716423522654,315.952120000258,334.715550522928,222.267775188727,321.167191937833,365.703479148382,242.410806469746
"Raet1e",36.6636322207533,28.0693426325782,30.4407001471549,25.998452541731,26.7830743042589,23.0270788212844,26.6279797632161,29.9065087825333,26.7374597188143,34.4937502371446,23.1504648275582,29.2701910620669,22.8611150586123,27.846092404783,31.7331823581045,21.2695500332295,21.2278212258897,22.35502496087,21.6905978142576,28.8584293416364
"Gm26740",15.0414901418475,11.1218150053612,12.3665344347817,12.7961133603832,12.6988714373642,11.9740809870679,11.5555383878108,15.3433392884301,14.765462829793,9.93887718697388,11.9743783590818,12.8788840673094,6.99830052814661,14.1857451873423,17.0163441630415,13.8065500215701,11.8626059791737,10.4323449817393,8.24242716941787,10.9662031498218
"Tbpl1",21.152095511973,19.0659685806192,19.9767094715704,25.5922267207664,24.0124114451977,33.1589935026496,25.6231503381891,21.5846976430458,22.1481942446895,24.5548730501708,24.7470486087691,20.4891337434468,20.0617948473536,39.9302457125191,18.3960477438287,20.5232500320636,20.6034735427753,18.3807983011598,19.5215380328318,16.1607204313164
"Rps12",588.968348366716,265.864339651967,225.451435464866,603.651569953316,615.779820426367,243.165952352763,257.738747519432,591.888817296051,589.421313502817,251.395128846986,205.560161830905,672.628990606298,570.128216359677,308.934006302121,615.807698224666,603.38355094267,262.226026908049,584.956486476099,553.110244263568,277.04092167971
"Stx7",91.1890339849504,103.273996478354,103.212998936447,86.1198740444838,87.9685457751953,92.1083152851376,88.9274041148916,79.8373756194586,88.3932436972742,96.4655726970994,100.584778216287,84.8835540799941,78.8475192837851,105.604991950215,92.4401399127392,91.4217501428287,89.2817186853596,91.4072131733352,88.4976390821708,95.2328168274003
"Arg1",72.387171307641,63.5532286020639,49.9417736789261,77.7922447147106,95.3569800660254,71.8444859224074,80.3863540021619,52.7914894161241,78.2170463416061,45.0172672586464,71.4471242091882,91.9083999348901,63.9178114904057,62.5223584182865,41.8510086172103,58.95770009211,56.8156391634107,70.0457448773927,42.5135717159448,47.9049927071165
"Akap7",6.58065193705828,6.35532286020639,5.70763127759155,6.49961313543274,9.00465429194913,5.52649891710826,4.0193177001081,10.1422073262504,7.98133125934756,9.93887718697388,7.1846270154491,10.5372687823441,10.2641741079484,6.3047756388188,7.35841909753148,7.08985001107652,12.4869536622881,9.1903991505799,6.07336738799212,10.9662031498218
"Epb41l2",16.9216764095784,13.7698661971138,10.4639906755845,20.108178137745,17.7784200123098,14.737330445622,14.5700266628918,18.203961867629,15.9626625186951,12.8620763596133,18.7598594292282,12.2934802460681,20.5283482158967,10.5079593980313,22.0752572925944,18.2843500285658,21.8521689090041,21.6098574621744,17.7862902076912,17.8922261918146
"Arhgap18",32.4332131183587,25.9509016791761,24.2574329297641,39.2007917230787,35.0950628814428,36.8433261140551,29.6424680382972,34.8475841466041,36.3150572300314,27.4780722228101,32.7299675148237,39.807459844411,32.6587357980175,28.8968883445862,37.7118978748488,37.6881500588804,27.4712980570337,43.7164932568125,44.2488195410854,25.9725864074728
"Rnf146",13.6313504410493,18.0067481039181,16.6472578929754,14.4210166442414,17.0857542975445,12.8951641399193,23.6134914881351,17.423792073302,13.1691965779235,17.5391950358363,15.9658378121091,15.8059031735161,16.3293678990088,21.5413167659642,14.716838195063,14.179700022153,19.3547781765465,14.1581824752177,16.4848543388357,19.0465633654801
"Cenpw",49.8249360948698,41.3095985913415,37.0996033043451,41.4350337383837,35.5568400246196,38.6854924197578,29.6424680382972,41.6090556974377,43.0991888004768,23.385593381115,30.73423778831,31.6118063470323,35.4580560092762,35.7270619533065,30.8133799709131,36.5687000571315,26.8469503739193,42.9713257581168,37.7416401968082,31.1671036889674
"Hint3",61.1060537012554,73.615823130724,62.7839440535071,70.2770670268665,70.1901257628855,58.0282386296367,55.2656183764863,67.6147155083362,78.8156461860572,60.802542790899,62.2667674672255,85.4689579012354,53.6536373824573,99.3002163113961,63.466364716209,61.5697500961908,44.953033184237,63.0908482228998,77.2185282187569,47.9049927071165
"Ncoa7",42.3041910239461,41.8392088296921,45.6610502207324,48.340872694781,44.7923828881572,54.3439060182312,55.7680330889998,43.4294518842006,40.3057228597052,42.6787079205349,31.5325296789155,43.319882771859,37.7908228519917,32.5746741338971,44.1505145851889,36.5687000571315,43.7043378180082,37.7551532672471,31.2344608525309,33.4757780362983
"Hddc2",26.7926543151658,30.7173938243309,38.0508751839437,21.1237426901564,22.627080015667,35.9222429612037,28.6376386132702,22.3648674373728,25.5402600299122,28.6473518918659,36.3222810225482,24.5869604921362,15.3962611619225,34.6762660135034,25.7544668413602,22.7621500355614,33.0904272050634,22.35502496087,25.5949054208239,36.3616209704619
"Tpd52l1",79.9079163785648,102.214776001653,103.212998936447,92.0101484484697,99.7438629262057,101.319146813651,94.4539659525403,102.46229965494,107.149372156741,102.311971042378,116.151470083094,104.7872840022,83.5130529692162,105.079593980313,94.7396458807178,88.4365501381649,82.4138941711012,98.61049899406,93.2695706013075,80.2264335697493
"Rnf217",10.3410244725202,16.4179173888665,9.98835473578522,16.0459199280996,15.238645724837,13.8162472927706,10.5507089627838,14.8232260922122,15.1645293927604,14.6159958631969,14.7683999762009,15.8059031735161,13.9966010562932,13.6603472174407,17.4762453566373,11.5676500180722,9.36521524671605,13.9097933089858,16.9186662951209,11.5433717366546
"Nkain2",1113.54031706365,1363.74636375262,1581.48949983266,1685.22781827142,1485.07529245684,1772.16398608605,1506.74172282802,1169.214465098,1565.53812652102,1168.1103893867,1857.62522943889,1853.97390187132,1466.37723733099,1346.59499685772,1065.59106556128,1667.60735260531,1393.54402871135,1666.93969458221,1513.13610352261,1390.97629426688
"Zup1",47.0046566932734,39.1911576379394,36.1483314247465,44.4817273956178,48.2557114619838,52.5017397125285,37.1786887259999,41.0889425012197,36.3150572300314,40.9247884169513,34.3265512960346,35.1242292744803,24.2607751642416,36.7778578931097,38.6317002620403,47.3900500740378,35.587817937521,48.6842765814503,43.8150075848003,37.5159581441274
"Rwdd1",72.8572178745738,89.50413028124,79.4312019464824,82.6669545662852,76.4241171957734,92.1083152851376,79.8839392896484,83.2181113948754,83.6044449416657,85.9420556755977,93.799297146141,96.0062266835795,77.4478591781558,112.960563528837,73.5841909753148,77.2420501206757,89.906066368474,77.9941981968132,85.89476734446,89.461130959073
"Calhm6",26.7926543151658,25.4212914408256,20.927981351169,27.2171300046246,26.3212971610821,34.0800766555009,23.1110767756216,26.0056598108986,19.9533281483689,23.9702332156429,20.7555891557418,18.7329222797228,14.4631544248363,19.439724886358,17.4762453566373,18.2843500285658,25.5982550076905,28.0679757842035,17.352478251406,20.2009005391455
"Dse",28.6728405828968,31.776614301032,35.1970595451479,30.466936572341,30.7081800212624,28.5535777383927,29.6424680382972,32.7671313617322,25.1411934669448,38.0015892443119,30.73423778831,32.1972101682736,28.4597554811295,29.4222863144877,34.4925895196788,40.3002000629612,33.7147748881778,30.0550891140586,32.1020847651012,43.2876440124547
"Tspyl1",44.184377291677,27.0101221558772,26.6356126287606,36.5603238868092,33.2479543087352,35.0011598083523,33.6617857384053,32.5070747636232,39.1085231708031,26.8934323882823,35.9231350772455,29.8555948833083,42.4563565374228,18.9143269164564,37.7118978748488,39.1807500612123,29.9686887894913,33.0357591088412,45.5502554099409,27.1269235811383
"Amd2",26.7926543151658,24.891681202475,30.4407001471549,32.2949527666814,29.3228485917318,26.7114114326899,39.1883475760539,29.1263389882064,31.9253250373902,38.0015892443119,45.1034918192082,32.1972101682736,28.4597554811295,27.846092404783,31.7331823581045,29.105700045472,28.0956457401481,32.7873699426094,28.63158911482,34.052946623131
"Hdac2",19.2719092442421,22.7732402490729,20.4523454113697,19.0926135853337,19.6255285850173,17.5005799041762,17.5845149379729,21.8447542411548,17.957995333532,17.5391950358363,17.1632756480173,19.9037299222055,17.7290280046381,19.9651228562595,24.8346644541687,15.6723000244849,17.4817351272033,21.6098574621744,22.1244097705427,18.4693947786473
"Marcks",141.01397007982,78.3823152758788,85.6144691638733,126.945569051421,135.762480094002,78.292067992367,91.9418923899727,117.025469149044,116.726969667958,66.0643013016499,82.2240647323619,124.105610103164,180.556153626183,74.6065117260225,124.633223464439,129.483050202292,95.5251955165037,129.659144773046,117.129228196991,79.0720963960839
"Fyn",12.2212107402511,14.8290866738149,15.2203500735775,15.4365811966528,14.7768685816601,18.4216630570275,17.0821002254594,14.0430562978852,17.7584620520483,18.1238348703641,17.1632756480173,11.1226726035854,12.1303875821208,14.7111431572439,11.4975298398929,16.0454500250679,11.8626059791737,11.9226799791307,11.2791108634139,11.5433717366546
"Slc16a10",33.3733062522241,27.0101221558772,28.0625204481585,42.6537112012774,30.9390685928508,26.7114114326899,33.1593710258918,30.9467351749693,31.3267251929392,32.739830733561,38.3180107490618,24.0015566708949,32.1921824294744,39.4048477426175,39.5515026492317,45.5243000711229,42.4556424517794,34.5260941062326,35.5725804153824,38.0931267309601
"Rpf2",32.4332131183587,39.1911576379394,38.0508751839437,40.6225820964546,40.4055000279769,50.6595734068257,43.7100799886755,36.928036931476,39.5075897337704,39.1708689133676,42.7086161473918,38.051248380687,30.325968955302,36.2524599232081,23.4549608733816,33.5835000524677,26.8469503739193,34.0293157737688,33.4035206339566,40.401801078291
"Gtf3c6",77.0876369769684,110.688539815261,109.871902093637,73.1206477736183,87.5067686320184,114.214310953571,110.028822040459,81.3977152081125,82.2077119712799,106.989089718601,105.773675505223,79.614919688822,70.9161120185523,122.943124956967,80.4827088792506,73.883700115429,118.626059791737,89.9168781759439,83.7257075630342,113.702211606048
"Amd1",13.6313504410493,21.7140197723718,30.9163360869542,19.9050652272628,18.4710857270751,16.5794967513248,31.1497121758377,15.8634524846481,18.9556617409505,23.9702332156429,29.1376540070991,12.8788840673094,15.8628145304656,25.2191025552752,11.0376286462972,14.926000023319,28.7199934232625,14.6549608076815,12.1467347759842,28.2812607548037
"Cdk19",34.3133993860896,16.4179173888665,16.6472578929754,30.0607107513764,30.9390685928508,12.8951641399193,17.5845149379729,35.88781053904,26.1388598743633,14.6159958631969,17.56242159332,32.782613989515,27.9932021125864,24.1683066154721,40.4713050364231,26.4936500413912,21.8521689090041,29.3099216153629,23.8596575956833,17.8922261918146
"Slc22a16",6.58065193705828,14.8290866738149,8.56144691638733,7.71829059832638,7.15754571924161,8.28974837566239,8.03863540021619,6.76147155083363,10.3757306371518,8.76959751791813,7.98291890605455,7.02484585489606,6.99830052814661,7.8809695485235,9.65792506551007,6.34355000991057,7.49217219737284,6.70650748826101,10.8452989071288,11.5433717366546
"Cdc40",15.0414901418475,15.3586969121654,16.6472578929754,16.4521457490641,15.238645724837,16.5794967513248,19.0917590755135,11.4424903167954,11.9719968890213,16.9545552013084,23.5496107728609,15.2204993522748,12.5969409506639,12.084153307736,16.5564429694458,10.8213500169063,18.7304304934321,14.9033499739133,16.4848543388357,12.69770891032
"Fig4",26.3226077482331,18.5363583422686,14.7447141337782,19.7019523167805,29.3228485917318,26.7114114326899,19.594173788027,29.9065087825333,26.5379264373306,18.1238348703641,25.5453404993746,28.0993834195842,24.7273285327847,22.0667147358658,24.8346644541687,23.5084500367274,21.2278212258897,22.6034141271019,22.1244097705427,15.5835518444837
"Mical1",95.419453087345,84.2080278977347,102.737362996648,90.3852451646115,91.6627629206103,88.4239826737321,108.521577902919,108.963714607665,90.9871763565622,108.158369387657,86.2155241853891,111.812129857096,127.835622980811,115.062155408443,102.557966171845,90.3023001410798,92.4034571009316,88.6749323447844,92.8357586450224,107.353357150888
"Cd164",216.69146735599,177.949040085779,206.425997872894,222.002411157125,206.645271571653,201.717210474451,207.49727626808,204.924599309881,195.343082572532,204.039302250229,196.778951034245,177.377357836126,195.952414788105,212.786177810135,188.559489374244,203.366750317721,206.034735427753,204.424283808845,209.097362929443,187.002622133804
"Ccdc162",448.424424853828,121.810354820622,98.4566395384543,454.76980656981,475.861346043773,96.7137310493945,114.550554453081,409.069028825434,401.261429063699,96.4655726970994,113.756594411277,504.618093910034,285.064108179839,100.876410221101,504.511609374502,461.959700721722,116.128669059279,462.003849191314,440.752947585714,99.8501655220621
"Foxo3",16.9216764095784,14.2994764354644,8.08581097658803,13.8116779127946,11.7753171510104,16.5794967513248,8.5410501127297,16.6436222789751,11.572930326054,12.2774365250854,11.9743783590818,15.2204993522748,14.9297077933794,9.4571634582282,11.0376286462972,13.0602500204041,13.7356490285169,12.6678474778263,14.7496065136951,10.9662031498218
"Afg1l",6.58065193705828,9.00337405195905,9.03708285618662,8.3276293297732,6.23399143288786,8.28974837566239,7.03380597518917,5.98130175650667,10.3757306371518,5.84639834527875,9.57950268726546,5.85403821241338,10.2641741079484,8.93176548832664,5.51881432314861,6.71670001049354,8.74086756360164,7.20328582072478,7.37480325684757,7.50319162882548
"Snx3",153.705227387004,173.182547940624,157.911132013366,147.45997301013,146.845131530247,185.137713723127,189.912761330108,140.95067617507,145.060695638642,205.793221753812,187.199448346979,128.788840673094,159.561252041743,225.921127057674,139.350061659502,143.289600223862,153.589530046143,147.543164741742,137.518390142393,142.560640947684
"Ostm1",69.5668919060446,60.9051774103112,59.9301284147113,63.980566801916,67.4194629038242,60.7914880881908,68.8308156143511,67.0946023121183,67.4422491414869,64.3103817980663,65.4599350296473,66.1506318002713,76.9813058096127,61.9969604483849,68.5252778457619,68.2864501066843,66.8052020932411,65.3263507189868,79.3875880001827,69.8373990067602
"Sec63",53.115262063399,60.9051774103112,62.3083081137078,51.1844534415328,47.5630457472185,46.9752407954202,42.7052505636485,51.7512630236881,43.0991888004768,53.2022249420367,51.8889728893546,54.4425553754445,49.9212104341125,43.60803150183,59.3272539738476,58.584550091527,71.7999835581563,59.1166215631896,50.3221869290775,51.9451728149456
"Pdss2",10.3410244725202,8.47376381360852,8.08581097658803,10.1556455241137,11.0826514362451,5.52649891710826,8.5410501127297,10.9223771205774,11.1738637630866,7.60031784886238,7.1846270154491,11.7080764248268,20.5283482158967,6.83017360872037,12.4173322270844,10.4482000163233,6.86782451425843,9.68717748304367,15.6172304262654,8.0803602156582
"1700021F05Rik",19.7419558111748,26.4805119175266,24.7330688695634,19.4988394062982,18.7019742986636,34.0800766555009,21.603832638081,15.6033958865391,21.3500611187547,25.7241527192265,26.34363238998,19.3183261009642,14.4631544248363,29.4222863144877,17.0163441630415,15.299150023902,18.7304304934321,21.1130791297106,22.992033683113,27.704092167971
"Cd24a",86.0185217486903,90.5633507579411,106.066814575243,87.744777328342,87.0449914888416,74.6077353809615,83.9032569897565,69.6951682932081,73.0291810230302,65.479661467122,77.0351674434264,67.9068432639953,66.2505783331212,92.4700427026758,69.4450802329533,82.0930001282544,74.9217219737284,66.8166857163782,81.9904597378936,72.1460733540911
"4933404K13Rik",8.93088477172195,13.2402559587633,16.6472578929754,14.6241295547237,8.54287714877225,22.105995668433,13.0627825253513,11.4424903167954,14.3663962668256,8.76959751791813,11.1760864684764,8.19565349737874,9.79762073940525,6.83017360872037,8.73812267831863,12.6871000198211,9.36521524671605,12.1710691453626,9.97767499455848,8.65752880249093
"Crybg1",354.885158034214,369.667946368672,327.713162521715,393.835933425128,365.496608824499,391.460339961835,345.661322209296,344.314935896297,422.41195690097,320.382629321276,395.553631795003,477.689518132932,362.045413989451,292.646669235173,352.28431429432,398.151050622034,317.168623022117,388.977434319138,385.225017181214,294.933147871524
"Atg5",48.4147963940716,70.4381617006208,83.7119254046761,59.3089698608238,60.2619171845826,70.923402769556,87.4201599773511,56.4322817896499,54.2730525635634,99.9734117042667,94.9967349820491,61.4674012303405,61.5850446476902,115.587553378345,47.8297241339546,50.3752500787016,73.6730266074996,58.8682323969577,58.5646140984954,90.6154681327384
"Prdm1",27.7327474490313,31.2470040626814,29.0137923277571,35.3416464239155,36.0186171677965,27.6324945855413,29.6424680382972,34.0674143522771,38.9089898893194,23.385593381115,34.3265512960346,35.1242292744803,35.4580560092762,32.0492761639956,33.1128859388917,34.3298000536337,32.466079521949,42.2261582594211,37.307828240523,35.7844523836292
"Gm35154",9.87097790558741,10.5922047670107,11.8908984949824,11.5774358974896,12.2370942941873,7.36866522281101,12.0579531003243,12.7427733073403,9.97666407418445,7.60031784886238,6.38633512484364,9.95186496110276,10.7307274764915,6.3047756388188,10.5777274527015,11.5676500180722,6.86782451425843,12.1710691453626,9.97767499455848,5.19451728149456
"Prep",10.3410244725202,7.94415357525799,9.51271879598592,13.8116779127946,11.0826514362451,7.36866522281101,7.03380597518917,10.6623205224684,10.1761973556681,7.60031784886238,4.78975134363273,11.1226726035854,11.1972808450346,7.8809695485235,13.7970358078715,9.70190001515734,10.6139106129449,12.9162366440582,6.94099130056242,6.34885445516002
"Lin28b",21.152095511973,8.47376381360852,7.61017503678874,16.0459199280996,21.4726371577248,6.44758206995964,15.5748560879189,18.464018465738,14.1668629853419,4.09247884169513,10.3777945778709,19.3183261009642,12.1303875821208,14.7111431572439,25.7544668413602,9.70190001515734,11.2382582960593,19.1259657998555,15.6172304262654,13.8520460839855
"Grik2",14.101397007982,15.3586969121654,16.6472578929754,17.0614844805109,14.3150914384832,15.6584135984734,13.0627825253513,17.423792073302,19.5542615854015,8.76959751791813,13.5709621402927,16.3913069947575,14.9297077933794,13.1349492475392,16.5564429694458,16.4186000256509,18.1060828103177,17.6356308024641,13.0143586885545,11.5433717366546
"Ascc3",18.8018626773094,13.2402559587633,10.9396266153838,17.0614844805109,15.7004228680139,7.36866522281101,10.5507089627838,16.6436222789751,15.7631292372114,18.1238348703641,15.1675459215036,14.6350955310335,24.2607751642416,13.6603472174407,17.4762453566373,14.926000023319,16.2330397609745,14.4065716414496,14.31579455741,16.1607204313164
"Lilr4b",784.0376736438,515.840372153419,531.760980695613,892.275015748626,912.933412060689,587.651051519178,525.525789289134,865.208301908595,869.765573987401,573.531677671846,559.203469369121,902.692692354144,602.320398789152,642.036319219715,817.704322213186,833.243951301782,485.118149779891,846.013500185814,793.442068045542,516.565885215292
"Gm40645",40.4240047562151,16.947527627217,14.2690781939789,30.2638236618587,36.9421714541503,15.6584135984734,21.1014179255675,33.0271879598412,41.3033892671236,24.5548730501708,22.3521729369527,34.538825453239,71.8492187556385,14.1857451873423,29.8935775837216,32.8372000513018,11.8626059791737,24.8389166231889,34.2711445465269,17.3150576049819
"Lilrb4a",1054.78449619706,706.50005795961,800.019650742416,1168.10234818355,1178.45526938739,832.659170177644,793.312831058835,1144.24903167954,1229.52408050249,836.034963374862,949.568203875189,1207.68808322088,816.468394950438,860.601874698766,1043.51580826868,992.952151551295,666.803325566182,1087.19938059698,1104.05142874571,809.190358739486
"Gm46224",32.9032596852914,16.947527627217,14.2690781939789,28.232694557036,33.4788428803237,11.0529978342165,13.0627825253513,33.8073577541681,29.3313923781023,11.6927966905575,16.3649837574118,39.807459844411,29.8594155867589,13.6603472174407,35.872293100466,35.0761000547996,10.6139106129449,38.2519315997109,24.7272815082536,6.92602304199275
"Nus1",79.9079163785648,72.556602654023,67.5403034515,68.6521637430083,76.8858943389503,61.7125712410422,68.8308156143511,72.035677676189,59.2613846006556,67.8182208052336,69.0522485373719,70.2484585489606,71.3826653870954,83.0128792444476,98.8787566230793,88.8097001387479,74.9217219737284,78.2425873630451,73.7480325684757,73.8775791145893
"Cep85l",61.1060537012554,100.625945286601,99.8835473578522,78.4015834461574,76.1932286241849,83.8185669094753,104.50226020281,82.9580547967664,87.3955772898558,87.1113353446534,116.151470083094,80.2003235100634,67.1836850702074,72.5049198464162,75.4237957496977,77.6152001212587,86.1599802697876,77.0006415318856,67.2408532241984,92.3469738932366
"Asf1a",24.4424214805022,28.5989528709288,24.7330688695634,24.576662168355,24.9359657315514,18.4216630570275,20.599003213054,23.1450372316997,22.9463273706242,23.9702332156429,20.7555891557418,21.6599413859295,18.1955813731812,23.6429086455705,28.0539728093388,27.9862500437231,36.2121656206354,31.5454241114499,28.63158911482,24.2410806469746
"Man1a",26.7926543151658,22.7732402490729,19.0254375919718,28.0295816465537,30.2464028780855,19.3427462098789,28.6376386132702,34.0674143522771,22.9463273706242,27.4780722228101,21.1547351010446,20.4891337434468,25.1938819013278,27.3206944348815,32.1930835517002,23.5084500367274,26.8469503739193,24.0937491244932,21.6905978142576,27.1269235811383
"Tbc1d32",18.8018626773094,12.7106457204128,14.7447141337782,14.4210166442414,16.3930885827792,20.2638293627303,13.5651972378648,15.8634524846481,15.1645293927604,11.6927966905575,14.3692540308982,16.3913069947575,12.5969409506639,13.6603472174407,18.8559489374244,17.9112000279828,9.98956292983045,19.1259657998555,7.37480325684757,21.355237712811
"Gja1",9.87097790558741,7.94415357525799,13.7934422541796,11.171210076525,10.6208742930682,8.28974837566239,6.02897655016214,12.4827167092313,11.9719968890213,8.18495768339026,6.38633512484364,10.5372687823441,13.9966010562932,6.3047756388188,6.89851790393576,11.5676500180722,8.74086756360164,11.9226799791307,9.97767499455848,5.19451728149456
"Hsf2",8.93088477172195,6.88493309855692,5.23199533779226,9.54630679266684,6.92665714765318,10.1319146813651,4.52173241262161,7.80169794326957,7.98133125934756,8.18495768339026,3.59231350772455,9.36646113986142,9.79762073940525,4.20318375921253,6.43861671034004,10.4482000163233,7.49217219737284,7.70006415318856,8.67623912570302,8.0803602156582
"Serinc1",97.7696859220087,74.1454333690746,67.5403034515,93.8381646428102,85.6596600593109,67.2390701581505,80.8887687146754,91.2798659362539,97.1727080825566,77.7570979922074,81.4257728417564,66.7360356215126,65.317471596035,74.0811137561209,97.0391518486964,79.8541001247565,83.66258953733,82.4652031889872,108.019177115003,73.3004105277566
"Pkib",82.2581492132285,95.3298429030959,103.212998936447,76.1673414308524,92.3554286353757,83.8185669094753,80.8887687146754,79.5773190213496,90.3885765121111,102.311971042378,89.0095458025082,83.7127464375114,74.6485389668972,123.468522926868,79.1030052984634,67.9133001061014,79.2921557555292,92.4007698382627,84.1595195193193,80.803602156582
"Fabp7",58.7558208665918,67.7901105088682,58.5032205953134,51.3875663520151,57.0294771823445,53.4228228653798,59.7873507891079,46.0300178652904,47.2893877116343,53.2022249420367,54.2838485611709,50.3447286267551,45.7222301172245,54.6413888697629,55.1881432314861,51.4947000804505,73.0486789243852,56.1359515684069,58.1308021422103,64.0657131384329
"Smpdl3a",89.7788942841522,75.2046538457756,72.296662849493,80.6358254614624,82.1963314854844,91.1872321322863,82.8984275647295,80.0974322175676,75.8226469638018,75.4185386540959,76.6360214981237,76.102496761374,67.1836850702074,73.5557157862194,89.2208315575692,88.063400137582,80.540851121758,94.139494001886,79.3875880001827,70.9917361804256
"Gcc2",16.9216764095784,24.3620709641245,20.4523454113697,22.7486459740146,23.5506343020208,21.1849125155817,24.1159062006486,22.6249240354817,27.3360595632654,21.0470340430035,21.1547351010446,31.6118063470323,25.1938819013278,21.5413167659642,21.6153560989987,20.1501000314806,22.4765165921185,23.3485816257976,25.5949054208239,25.9725864074728
"Lims1",75.2074507092374,91.0929609962916,110.347538033437,82.6669545662852,73.8843429083005,73.6866522281101,93.9515512400267,77.2368096383687,79.4142460305082,97.6348523661552,108.567697122342,80.7857273313047,76.5147524410696,86.6906650337585,71.7445862009319,70.8985001107652,90.5304140515884,76.25547403319,84.1595195193193,100.427334108895
"Ranbp2",19.7419558111748,28.0693426325782,20.927981351169,25.998452541731,28.1684057337896,23.0270788212844,19.594173788027,21.0645844468278,22.9463273706242,21.6316738775314,17.56242159332,19.9037299222055,21.928008321526,15.2365411271454,31.2732811645088,38.0613000594634,23.7252119583473,32.2905916101456,29.0654010711051,15.006383257651
"Sept10",9.40093133865468,11.6514252437117,6.18326721739085,13.6085650023123,11.544428579422,10.1319146813651,7.03380597518917,13.2628865035583,14.765462829793,11.1081568560296,7.1846270154491,13.4642878885508,12.5969409506639,3.67778578931097,7.35841909753148,13.8065500215701,11.2382582960593,12.9162366440582,16.0510423825506,9.23469738932366
"Sowahc",56.8756345988608,44.4872600214447,41.3803267625388,46.5128565004405,55.6441457528138,38.6854924197578,46.2221535512431,44.2096216785275,47.6884542746017,39.1708689133676,36.7214269678509,59.7111897666165,51.3208705397418,47.285817291141,63.466364716209,57.838250090361,25.5982550076905,54.3972274047837,52.0574347542181,46.750655533451
"P4ha1",32.4332131183587,23.3028504874234,18.0741657123732,25.7953396312487,29.3228485917318,21.1849125155817,23.1110767756216,32.2470181655142,27.1365262817817,29.2319917263938,17.9615675386227,32.782613989515,37.3242694834486,17.8635309766533,28.0539728093388,30.9714500483869,20.6034735427753,35.768039937392,32.1020847651012,24.2410806469746
"Pla2g12b",20.6820489450403,14.2994764354644,12.842170374581,15.4365811966528,13.3915371521295,10.1319146813651,10.0482942502702,14.5631694941032,17.3593954890809,16.3699153667805,18.3607134839255,20.4891337434468,11.6638342135777,11.0333573679329,18.3960477438287,14.926000023319,11.2382582960593,17.3872416362322,19.0877260765467,19.6237319523128
