"","sgCtu1-g2-R1-input","sgCtu1-g2-R2-input","sgCtu1-g2-R1-polysome","sgCtu1-g2-R2-polysome","sgCtu2-g2-R2-input","sgCtu2-g2-R1-polysome","sgCtu2-g2-R2-polysome","sgScr-g2-R1-input","sgScr-g2-R2-input","sgScr-g2-R1-polysome","sgScr-g2-R2-polysome"
"Gm32916",29.6102621408418,28.1273404661613,33.5233091208911,33.0210098209278,27.6112533181461,28.3998566693074,43.5226333304585,28.9286136252183,25.3433294658736,33.858369073749,35.4285069169822
"Uqcrc2",63.6335921969051,67.987800098207,63.5546068750228,64.4180355523018,68.053618472372,62.0063537279877,59.4809322182932,68.3929569040656,61.2463795425279,53.3920435393734,64.8570247593141
"Mettl9",24.3430520484805,23.7876936513821,20.602867063881,14.3451927910588,25.3373853978282,17.5132449460729,20.5523546282721,25.1786081552826,23.4425797559331,15.6269395724995,17.4285396930315
"Igsf6",70.751443673069,78.595825645445,60.4117966449392,66.8540116866325,80.397472896955,51.1197420047532,78.5825324022167,71.7858189959122,75.1852107487584,59.9032683612482,76.571289143155
"Cog7",20.9264833399218,24.5913319504153,17.4600568337975,25.9837454328612,25.8246428093249,17.5132449460729,19.1016001839234,28.2143268690401,24.4985518170112,7.81346978624977,20.2856773476269
"Ndufab1",66.623089816894,75.7027277689255,102.665134182729,118.550838537429,70.1650672555243,114.546088566206,127.90818351007,77.6786847343826,67.5822119089963,98.9706172924971,107.999803343704
"Dctn5",41.4258955912738,40.8248255908855,55.8721818681519,50.8848348060199,40.2799460170603,49.2264182267994,67.4600816622106,33.7500492294214,40.971715969829,48.1830636818736,60.5713182774211
"Prkcb",129.971967954753,119.259923576524,142.823264900463,229.252420642015,118.890808405194,124.486038400464,147.735160916167,122.321606995522,123.337536733918,158.873885653745,160.571136188258
"Rbbp6",40.2870393550876,46.1288383645045,40.8565329910861,40.32893822392,38.493335508239,41.1797921704957,43.0390485156756,46.0714957734959,42.8724656797695,53.3920435393734,50.2856227208779
"Tnrc6a",15.6592732475605,16.3942213002769,16.0632522870937,18.1344890000177,21.1144878315235,26.0332019468651,16.4418837026176,18.0357405935003,15.839580916171,23.4404093587493,20.5713911130864
"Arhgap17",22.2076966056313,17.19785959931,9.42843069025063,14.3451927910588,18.5157816368745,14.1999283346537,14.5075444434862,26.7857533566837,19.8522747482677,19.5336744656244,16.8571121621125
"Lcmt1",56.5157407207412,61.8801490255549,86.9510830323114,83.0938525821708,60.582338162756,77.6262748961068,93.5736616604857,58.2143706285258,53.009797466119,74.2279629693728,77.7141442049931
"Nsmce1",76.4457248540001,68.3092554178203,87.6494853056632,97.4390453732296,84.2955321889285,80.9395915075259,92.60649203092,67.5000984588428,67.3710174967807,71.6234730406229,97.1426802562414
"Il4ra",15.6592732475605,16.8764042796968,15.7140511504177,14.0745287761332,23.8756131633381,18.9332377795382,17.167260924792,19.1071707277677,20.6970523971301,7.81346978624977,14.8571158038957
"Il21r",34.7351152036798,37.6102723947528,39.1105273077063,49.8021787463173,44.1780053090338,59.6396990055454,58.2719701813361,36.4286245650898,36.5366333133011,50.7875536106235,51.7141915481756
"D430042O09Rik",22.9194817532477,14.7869447022105,20.602867063881,19.2171450597203,16.8915902652188,32.6598351697035,20.3105622208806,18.7500273496786,24.2873574047955,14.3246946081246,23.1428150022222
"1700123J17Rik",26.3360504618064,25.7164255690618,4.19041364011139,4.60128825373584,21.1144878315235,4.73330944488456,8.22094185130882,28.7500419361738,25.5545238780892,6.51122482187481,7.71427166740741
"Spns1",15.9439873066071,12.0545744854977,15.7140511504177,16.2398408955383,21.2769069686891,15.619921168119,16.4418837026176,14.2857351235646,17.5291362138959,11.7202046793746,23.1428150022222
"Tufm",27.6172637275159,27.805885146548,26.1900852506962,25.1717533880843,30.5347977871263,31.2398423362381,28.0479192574066,28.3928985580847,28.7224400613234,31.2538791449991,28.2856627804938
"Eif3c",136.662748342347,134.850506577768,183.330596754873,215.719219895733,116.292102210545,223.412205798551,166.594968692699,126.250184154502,125.238286443859,213.568174157494,239.999562986008
"Cln3",59.2205242816835,56.5761362519359,47.4913545879291,38.7049541343662,54.2479918132989,29.3465185582843,46.1823498117643,65.1786665012636,57.2336857104312,48.1830636818736,41.7142097570919
"Apobr",54.0956712188455,54.4866766744496,49.9357625446607,43.8475704179533,51.8117047558154,51.5930729492417,37.4778231456726,56.2500820490357,43.5060489164164,59.9032683612482,53.7141879063923
"Il27",82.5670771235011,73.291812871826,64.6022102850506,59.8167472985659,63.0186252202394,54.4330586161724,49.3256511078529,75.892967843937,74.1292386876803,59.9032683612482,54.8570429682304
"Nupr1",427.782873717449,431.875221900431,346.756728719218,313.699593298814,323.863759508138,270.745300247397,289.909096462332,429.286340463117,350.582724277918,394.580224205613,290.285185706886
"Bola2",336.389660763505,347.171745182334,385.867256026924,373.245676582454,350.338078866125,409.904597927003,533.635843112899,364.107673961853,324.394617163182,428.438593279362,453.999173315199
"Coro1a",62.2100219016723,61.0765107265217,49.9357625446607,45.4715545075071,68.2160376095375,58.2197061720801,40.8629168491527,60.3572308970605,63.358323664684,54.6942885037484,46.571343769904
"Mapk3",93.9556394853633,76.1849107483455,82.0622671188481,85.2591647015759,90.46745940122,72.8929654512222,90.9139451791799,99.2858591087741,85.3225425351078,83.3436777199975,91.9998324779698
"Ppp4c",75.1645115882906,73.4525405316326,94.2843069025063,89.8604529553117,75.6873179191536,101.766153065018,106.14686684484,75.5358244658479,72.0172945655242,114.597556864997,101.142672972675
"Aldoa",1067.82007845411,1103.71683989217,882.082071243448,930.542883314342,1098.76546292505,958.968493533612,808.553810316962,1051.07296171627,997.893597718773,807.391877912476,847.712742118436
"Tmem219",71.6055858502087,69.9165320158866,95.6811114492101,81.7405325075426,75.6873179191536,94.1928579532027,92.1229072161371,78.7501148686499,67.5822119089963,92.4593924706222,88.2855535269959
"Cdipt",35.0198292627263,36.0029957966865,34.570912530919,32.4796817910765,37.1939824109145,34.0798280031688,37.9614079604554,34.1071926075105,37.170216549948,27.3471442518742,37.4285032751989
"Mvp",44.5577502407859,39.3782766526258,39.1105273077063,35.1863219403329,43.8531670347027,41.6531231149841,38.6867851826297,45.3572090173177,40.3381327331822,48.1830636818736,36.8570757442798
"Tbc1d10b",22.9194817532477,29.2524340848077,27.5868897974,30.3143696716714,29.0730255526362,35.4998208366342,29.7404661091466,32.8571907841986,34.424689191145,40.3695938956238,33.714224324225
"Dctpp1",40.7141104436574,36.3244511162997,45.0469466311975,45.4715545075071,37.031563273749,44.4931087819148,57.3048005517703,37.142911321268,33.7911059544981,40.3695938956238,51.9999053136351
"Sephs2",18.2216997789795,20.4124127954428,28.6344932074278,23.2771052836048,22.413840928848,36.4464827256111,34.8181066643668,20.3571725510796,22.5978021070706,33.858369073749,47.4284850662826
"Itgal",22.3500536351546,21.2160510944759,14.6664477403899,17.8638249850921,24.0380323005037,17.5132449460729,17.167260924792,21.6071743743915,23.6537741681487,20.8359194299994,16.2856846311934
"Stx4a",58.935810222637,55.6117702930961,75.0782443853291,78.2219003135093,59.9326616140937,82.8329152854798,87.5288514756998,63.9286646779517,55.1217415882751,69.0189831118729,92.2855462434294
"Vkorc1",53.6686001302757,55.1295873136761,78.2210546154126,85.2591647015759,51.6492856186499,91.352872286272,108.081206103972,58.5715140066149,47.518742748513,88.5526575774974,90.5712636506722
"Fus",47.1201767722049,47.0932043233443,21.9996716105848,19.4878090746459,51.6492856186499,33.6064970586804,22.4866938874035,45.0000656392285,45.1956042141413,31.2538791449991,27.1428077186557
"Pycard",420.949736300332,453.252000654713,666.974171051063,685.050621776789,450.713105634445,726.089668845291,852.560028462203,436.607779713944,451.533653316981,665.447176795605,757.427192233224
"Itgam",523.446797557092,507.256494349743,545.801376624509,574.619703687129,562.295052867188,682.069891007865,567.728572555092,635.89378468767,563.044302966825,687.58534118998,603.713186415994
"Itgax",265.495860060913,251.699515257192,225.933135429339,215.177891865882,281.30994557076,258.438695690697,243.243161835785,263.928956407856,268.63929233826,242.217563373743,233.428146380439
"Rgs10",64.6300914035681,63.0052426442013,81.7130659821721,94.1910771941219,60.4199190255904,74.3129582846876,98.167717400923,56.7857971161693,48.3635203973755,84.6459226843725,78.5712855013717
"Fgfr2",56.5157407207412,57.2190468911624,43.9993432211696,46.8248745821353,58.1460511052725,39.7597993370303,41.8300864787184,55.714366981902,55.1217415882751,41.6718388599988,48.2856263626612
"Plekha1",18.5064138380261,16.5549489600835,17.1108556971215,18.9464810447946,19.815134734199,21.2998925019805,24.421033146535,17.1428821482775,16.4731641528178,10.4179597149997,19.1428222857887
"Acadsb",114.739765795762,120.86720017459,129.902822843453,140.474623746406,119.702904091022,133.479326345745,128.633560732244,140.714490967111,126.505452917152,162.78062054687,145.428306618903
"Bub3",116.020979061471,119.420651236331,115.236375103063,119.092166567281,111.744366369909,118.332736122114,103.487150363535,101.785862755398,96.5158463825353,91.1571475062473,114.856933714733
"Abraxas2",20.2146981923054,21.2160510944759,21.3012693372329,27.8783935373407,25.1749662606627,21.2998925019805,26.8389572204494,24.8214647771935,21.1194412215613,10.4179597149997,31.9999417314678
"Bccip",79.5775795035122,88.4002128936498,83.1098705288759,87.6951408359066,76.9866710164781,82.8329152854798,104.212527585709,79.6429733138727,73.9180442754647,85.9481676487474,87.4284122306173
"D7Ertd443e",40.5717534141341,42.7535575085652,40.5073318544101,40.8702662537713,42.2289756630471,34.5531589476573,43.0390485156756,42.5000619926047,43.9284377408476,31.2538791449991,39.9999271643347
"Ptpre",274.891424009449,268.254464217275,357.232762819496,391.109501567546,307.946684065912,442.091102152218,388.076813863255,309.107593736129,287.646789437665,420.625123493112,457.142024735254
"Mki67",28.0443348160857,27.3237021671281,28.9836943441038,22.4651132388279,27.9360915924773,28.8731876137958,18.859807776532,28.0357551799956,24.7097462292268,31.2538791449991,26.5713801877366
"Mgmt",25.9089793732365,30.6989830230675,46.0945500412253,50.072842761243,24.687708849166,51.1197420047532,49.3256511078529,27.5000401128619,27.4552735880297,40.3695938956238,51.428477782716
"Glrx3",55.6615985436016,59.7906894480686,55.8721818681519,55.7567870746814,63.181044357405,62.4796846724762,63.3496107365562,55.3572236038129,56.811296886,65.1122482187481,66.2855935866118
"Bnip3",59.7899523997766,68.4699830776269,84.8558762122557,98.7923654478578,56.5218597336168,73.8396273401991,100.827433882229,69.2858153492884,52.1650198172565,57.2987784324983,71.9998688958025
"Cfap46",32.7421167903539,31.6633489819073,52.7293716380683,51.9674908657224,31.3468934729542,51.5930729492417,60.6898942552504,33.5714775403768,33.3687171300669,42.9740838243737,51.9999053136351
"Adam8",254.392011758097,262.468268464237,235.36156611959,252.52952592562,261.982068248057,265.538659858024,208.666847578809,284.82184402607,261.036293498498,252.635523088742,239.713849220549
"Fuom",32.0303316427375,31.6633489819073,49.2373602713088,51.9674908657224,33.9455996676032,51.1197420047532,63.1078183291648,38.5714848336245,35.6918556644387,49.4853086462485,66.8570211175309
"Echs1",60.7864516064396,59.9514171078752,74.0306409753012,83.3645165970964,61.3944338485838,67.6863250618492,78.8243248096081,51.6072181338772,52.5874086416877,52.0897985749984,73.9998652540192
"Bet1l",45.2695353884023,48.2182979419908,84.5066750755797,87.1538128060553,61.2320147114182,105.079469676437,121.863373325284,50.8929313776989,51.7426309928253,89.8549025418723,99.4283903799177
"Psmd13",93.2438543377469,96.5973235437882,123.966403519962,105.288301806073,105.247600883286,132.532664456768,96.2333781417915,86.785840875655,75.1852107487584,141.944701116871,138.571176247874
"Ifitm2",333.400163143516,356.815404770732,417.644559464435,410.867974657118,327.599399662946,382.451403146672,487.211700893743,325.357617439184,312.356535666892,355.512875274364,371.427895097394
"Ifitm1",221.222823879173,215.535791800699,238.853577486349,232.229724806197,197.339251656162,173.239125682775,309.977866275821,145.178783193225,155.439087390691,139.340211188121,157.999712299122
"Ifitm3",911.65441706707,892.199239586636,1140.84011352033,1104.57984491153,819.891804411775,1037.06809937421,1177.2872315889,872.858416049798,830.627623244007,1037.88923660684,972.283943858793
"Rnh1",389.061761687118,387.032204814379,358.280366229524,381.094933015298,417.092344241172,372.984784256903,338.267577940619,371.42911321268,403.170132919606,317.747771307491,375.713601579287
"Irf7",125.416543010008,122.79593209227,31.4281023008354,37.351634059738,118.078712719366,32.186504225215,31.1912205534952,130.178761313483,116.790509955234,29.9516341806241,30.2856591387106
"Taldo1",537.540143479896,535.544562475711,639.387281253663,661.502852478259,541.992660721492,630.003487114135,550.5613116303,511.072174045524,508.344950202981,591.219213826232,659.998798211523
"Gatd1",21.0688403694451,22.3411447131224,34.9201136675949,25.7130814179356,22.7386792031792,22.7198853354459,37.9614079604554,18.571455660634,19.8522747482677,29.9516341806241,21.9999599403841
"Rplp2",1119.06860908249,1134.41582291524,1606.67442984604,1596.37636003141,1104.93739013734,1675.11821254465,1866.63738506189,1162.32312399103,1090.60794468143,1687.70947382995,1673.71123806195
"Polr2l",19.6452700742123,18.1622255581499,19.2060625171772,18.1344890000177,21.4393261058547,20.8265615574921,34.5763142569753,18.7500273496786,19.0074970994052,11.7202046793746,19.4285360512483
"Tspan4",15.2322021589907,15.5905830012437,18.1584591071494,18.9464810447946,22.2514217916825,20.3532306130036,19.8269774060977,15.7143086359211,18.3739138627584,16.9291845368745,20.5713911130864
"Chid1",20.7841263103985,23.9484213111888,33.1741079842152,36.2689780000355,22.9010983403447,32.186504225215,44.4898029600242,23.3928912648371,23.6537741681487,40.3695938956238,32.8570830278464
"Tollip",53.5262431007524,48.7004809214107,65.6498136950784,70.9139719105171,56.1970214592857,70.9996416732684,62.3824411069905,56.2500820490357,61.6687683669591,74.2279629693728,78.5712855013717
"Ctsd",5831.94042848012,6292.4878814298,8431.81064617747,7787.81570145537,6444.95378186681,8213.23854876369,7748.23769485856,6192.86617606526,6912.60430622924,8821.40738867599,7462.2721262721
"Tnni2",24.9124801665736,28.4487957857746,19.9044647905291,22.7357772537536,23.3883557518414,20.8265615574921,30.9494281461038,20.5357442401241,20.6970523971301,18.2314295012495,20.5713911130864
"Lsp1",307.06411268171,309.240017467968,312.535017324975,347.261931149593,297.551859287316,267.905314580466,304.174848498426,280.714695178045,276.664680002454,239.613073444993,275.999497433909
"Mrpl23",141.218173287091,139.99379169158,203.235061545402,211.929923686774,140.65497278538,202.585644241059,236.956559243607,138.214487320488,124.815897619428,218.777154014993,220.57102693476
"Tspan32",26.0513364027598,20.0909574758295,22.6980738839367,25.7130814179356,25.6622236721594,26.0332019468651,27.5643344426237,25.3571798443272,27.2440791758141,19.5336744656244,28.2856627804938
"Cd81",81.4282208873148,81.6496511817711,70.5386296085417,78.4925643284349,95.5024526533526,62.9530156169646,55.3704612926388,86.4286974975659,82.1546263518736,83.3436777199975,69.4284450066667
"Nap1l4",25.0548371960969,30.3775277034542,30.0312977541316,28.1490575522663,31.9965700216164,34.0798280031688,24.421033146535,29.8214720704411,26.8216903513829,33.858369073749,28.5713765459534
"Tnfrsf26",56.0886696321714,53.6830383754164,50.9833659546886,47.3662026119866,58.4708893796036,46.3864325598687,56.8212157369874,63.392949610818,66.103851023487,37.7651039668739,50.5713364863374
"E230032D23Rik",40.002325296041,33.5920808995869,25.8408841140202,26.7957374776381,42.8786522117093,26.0332019468651,30.7076357387124,43.214348748783,40.971715969829,29.9516341806241,28.5713765459534
"Bc1",52.9568149826593,51.9150341175434,0.349201136675949,0,49.2129985611664,1.41999283346537,2.90150888869723,63.392949610818,58.2896577715093,1.30224496437496,1.99999635821674
"LTO1",16.7981294837468,18.965863857183,32.1265045741873,29.7730416418201,21.1144878315235,18.9332377795382,33.3673522200182,19.8214574839459,17.7403306261115,26.0448992874992,29.999945373251
"Ccnd1",25.3395512551434,20.8945957748627,26.8884875240481,33.2916738358534,33.4583422561065,43.5464468929379,35.5434838865411,33.0357624732432,32.3127450689888,54.6942885037484,37.7142170406584
"Pet100",142.357029523278,153.334187455531,145.267672857195,139.933295716555,145.365127763181,125.432700289441,208.908639986201,149.821647108384,134.953229405777,161.478375582495,150.571154397174
"Stxbp2",134.100321810928,141.44034062984,162.378528554316,150.489192298655,137.244170904903,173.239125682775,140.239596287033,140.178775899978,140.655478535599,151.060415867495,171.42825927572
"Mcemp1",85.9836458320597,82.131834161191,90.4430943990708,80.1165484179888,86.8942383835776,78.0996058405952,86.0780970313512,70.8929605506894,85.744931359539,52.0897985749984,86.5712709342387
"Fcor",32.5997597608306,30.0560723838409,32.8249068475392,28.6903855821176,29.8851212384641,34.5531589476573,46.6659346265471,32.3214757170649,39.9157439087509,24.7426543231243,35.4285069169822
"Trappc5",16.7981294837468,16.5549489600835,33.1741079842152,30.0437056567458,17.7036859510466,30.7665113917496,29.0150888869723,15.0000218797428,19.4298859238364,27.3471442518742,31.9999417314678
"Timm44",40.1446823255643,36.4851787761064,50.2849636813367,45.7422185224328,36.8691441365834,46.8597635043571,35.3016914791496,41.2500601692928,36.1142444888699,39.0673489312488,49.4284814244993
"Elavl1",56.9428118093111,49.9863021998638,55.1737795948,53.3208109403506,50.9996090699876,51.5930729492417,53.9197068482902,54.4643651585901,57.0224912982156,54.6942885037484,53.7141879063923
"Arglu1",23.2041958122943,20.4124127954428,22.3488727472607,25.1717533880843,21.7641643801858,23.1932162799343,24.6628255539265,24.2857497100598,24.4985518170112,24.7426543231243,24.8570975949794
"Rab20",15.374559188514,14.7869447022105,19.2060625171772,24.9010893731587,11.3693396015896,17.5132449460729,19.1016001839234,11.7857314769408,15.839580916171,11.7202046793746,21.7142461749246
"Naxd",50.3943884512403,49.9863021998638,65.9990148317544,68.2073317612607,53.5983152646366,62.0063537279877,64.316780366122,45.5357807063622,43.9284377408476,53.3920435393734,57.4284668573663
"Ing1",24.3430520484805,20.733868115056,17.1108556971215,18.1344890000177,22.413840928848,22.2465543909574,22.728486294795,22.5000328196143,20.0634691604833,19.5336744656244,19.1428222857887
"1700016D06Rik",57.939311015974,58.5048681696155,58.3165898248835,59.2754192687146,48.7257411496697,53.4863967271955,53.6779144408988,55.3572236038129,57.0224912982156,50.7875536106235,47.4284850662826
"Arhgef7",24.3430520484805,29.573889404421,28.9836943441038,37.8929620895893,32.4838274331131,26.0332019468651,36.5106535161068,26.6071816676391,27.4552735880297,24.7426543231243,32.8570830278464
"F7",62.2100219016723,64.9339745618809,54.4753773214481,58.4634272239377,60.2574998884248,77.6262748961068,66.4929120326449,78.5715431796054,56.811296886,75.5302079337477,70.2855863030453
"F10",197.876271037356,197.373566242549,211.266687688949,218.696524059915,176.54960209897,184.599068350498,190.048832209669,178.928832422647,156.072670627338,167.98960040437,176.856820819451
"Lamp1",432.053584603148,382.049647360374,402.628910587369,407.62000647801,464.031474882021,442.564433096706,448.766708118505,488.750712914954,487.859092218067,459.692472424361,415.427814978162
"Tmco3",18.7911278970727,19.1265915169897,22.6980738839367,19.4878090746459,19.6527155970334,11.8332736122114,17.8926381469663,16.4285953920993,18.7963026871896,23.4404093587493,18.5713947548697
"Upf3a",19.9299841332589,20.0909574758295,39.1105273077063,37.6222980746636,22.5762600660136,40.7064612260072,41.1047092565441,18.571455660634,17.3179418016803,32.556124109374,33.4285105587654
"Erich1",18.0793427494563,17.5193149189233,23.0472750206126,27.3370655074894,20.7896495571924,25.0865400578882,28.0479192574066,19.1071707277677,18.7963026871896,16.9291845368745,29.999945373251
"Cln8",43.2765369750764,41.949919209532,47.840555724605,55.4861230597557,49.5378368354975,59.6396990055454,62.8660259217733,51.2500747557881,49.6306868706691,49.4853086462485,60.2856045119616
"Agpat5",30.0373332294116,27.6451574867414,38.7613261710304,42.2235863283995,25.9870619464905,36.9198136700996,40.1375396269784,34.1071926075105,30.2008009468327,52.0897985749984,43.4284923498491
"Vps36",44.4153932112626,50.4684851792837,91.1414966724227,87.424476820981,54.57283008763,98.9261673980873,86.8034742535255,46.428639151585,46.4627706874349,78.1346978624977,104.28552439273
"Vdac3",110.75376896911,108.491170369479,120.125191016527,141.827943821034,95.0151952418559,97.0328436201334,110.982714992669,91.4287047908135,94.6150966725948,119.806536722496,131.428332111385
"Polb",28.6137629341788,31.8240766417139,34.221711394243,33.0210098209278,30.8596360614575,29.3465185582843,32.6419749978439,29.6429003813966,31.4679674201264,28.6493892162491,39.4284996334156
"Ikbkb",53.9533141893222,54.0044936950297,53.4277739114202,43.5769064030277,61.5568529857494,44.4931087819148,55.1286688852474,54.6429368476347,55.5441304127063,49.4853086462485,45.1427749426063
"Gpat4",15.8016302770838,18.1622255581499,30.7297000274835,25.7130814179356,17.8661050882122,21.2998925019805,26.1135799982751,19.8214574839459,17.9515250383271,28.6493892162491,24.8570975949794
"Golga7",62.9218070492887,52.55794475677,57.6181875515316,50.6141707910942,54.2479918132989,53.4863967271955,62.3824411069905,47.8572126639415,50.4754645195316,35.160614038124,41.7142097570919
"Adam9",39.4328971779479,34.87790217804,26.1900852506962,34.1036658806303,31.9965700216164,31.7131732807265,31.1912205534952,38.9286282117136,30.4119953590483,23.4404093587493,25.4285251258985
"Tm2d2",134.669749929021,136.779238495447,190.663820625068,199.479379000195,130.74740541828,169.452478126867,241.550614984045,119.464459970809,124.182314382781,157.57164068937,189.71394026513
"Plekha2",70.1820155549759,75.059817129699,91.1414966724227,105.829629835924,78.6108623881337,108.392786287856,139.030634250076,73.3929641973132,73.0732666266022,88.5526575774974,109.142658405542
"Tacc1",60.501737547393,67.3448894589805,77.1734512053848,82.2818605373939,67.5663610608753,106.499462509903,84.6273425870026,58.5715140066149,64.2031013135465,75.5302079337477,81.7141369214266
"Nsd3",32.1726886722608,29.7346170642277,24.4440795673164,26.5250734627125,32.3214082959475,26.5065328913535,29.0150888869723,35.3571944308224,33.1575227178513,18.2314295012495,29.428517842332
"Lsm1",21.6382684875382,27.1629745073215,22.3488727472607,25.1717533880843,26.3119002208216,20.3532306130036,33.3673522200182,19.8214574839459,20.4858579849145,15.6269395724995,24.2856700640604
"Hgsnat",21.0688403694451,17.8407702385366,23.3964761572886,30.5850336865971,24.8501279863315,21.773223446469,21.0359394430549,20.5357442401241,23.2313853437175,23.4404093587493,21.9999599403841
"Fnta",13.3815607751881,13.3403957639508,18.8568613805013,17.0518329403152,12.9935309732452,16.0932521126075,20.7941470356635,12.500018233119,14.3612200306617,23.4404093587493,17.9999672239506
"Hook3",16.6557724542235,17.5193149189233,18.8568613805013,14.8865208209101,19.3278773227023,20.3532306130036,17.6508457395748,20.3571725510796,19.2186915116208,20.8359194299994,17.4285396930315
"Zfp703",17.2252005723166,20.4124127954428,13.968045467038,17.3224969552408,23.2259366146759,18.4599068350498,14.2657520360947,23.2143195757925,24.9209406414424,16.9291845368745,17.9999672239506
"Rab11fip1",121.003475094786,116.045370380391,91.4906978090987,99.6043574926347,103.623409511631,80.4662605630375,75.1974386987366,128.571616112082,115.100954657509,91.1571475062473,94.8569701325652
"Eif4ebp1",45.5542494474489,51.9150341175434,45.7453489045493,47.9075306418379,45.9646158178551,41.6531231149841,63.3496107365562,43.9286355049612,44.77321538971,41.6718388599988,41.4284959916324
"Unc5d",19.7876271037356,18.8051361973764,24.0948784306405,24.630425358233,20.1399730085301,21.773223446469,26.3553724056665,24.2857497100598,19.641080336052,22.1381643943743,21.7142461749246
"Mak16",47.9743189493446,46.7717490037311,64.2530091483747,67.1246757015581,46.7767115036829,61.5330227834993,72.5377222174308,41.7857752364265,36.1142444888699,37.7651039668739,74.5712927849383
"Nrg1",40.1446823255643,43.2357404879851,37.0153204876506,39.2462821642175,39.7926886055636,29.3465185582843,43.280840923067,39.2857715898027,40.1269383209665,36.4628590024989,33.714224324225
"Ppp2cb",13.3815607751881,13.8225787433707,16.4124534237696,17.8638249850921,15.4298180307287,20.3532306130036,20.7941470356635,16.0714520140102,15.6283865039554,10.4179597149997,14.5714020384362
"Ubxn8",24.627766107527,26.3593362082883,37.0153204876506,41.1409302686969,23.0635174775103,28.8731876137958,42.5554637008927,22.8571761977034,22.386607694855,28.6493892162491,33.9999380896845
"Gsr",57.0851688388343,54.325949014643,61.4594000549671,69.0193238060376,59.1205659282659,66.2663322283838,67.9436664769935,61.4286610313278,62.3023516036059,62.5077582899981,75.4284340813169
"Gtf2e2",26.1936934322831,30.8597106828741,29.6820966174557,39.7876101940687,29.0730255526362,39.2864683925418,27.3225420352323,28.5714702471292,26.6104959391673,23.4404093587493,31.7142279660082
"Rbpms",21.7806255170615,23.6269659915755,23.7456772939645,23.0064412686792,20.3023921456957,26.979863835842,25.3882027761008,25.8928949114609,20.9082468093457,16.9291845368745,23.1428150022222
"Dctn6",93.5285683967934,103.66934057528,113.141168283008,119.633494597132,103.2985712373,121.646052733533,135.887332953987,98.0358572854622,90.8135972527138,108.086332043122,115.999788776571
"Gm10131",52.1026728055196,52.7186724165766,79.2686580254405,74.703268119476,41.9041373887159,81.8862533965029,96.2333781417915,42.6786336816493,40.1269383209665,59.9032683612482,70.5713000685048
"Leprotl1",123.708258655728,123.76029805111,218.94911269582,204.080667253931,133.508530750095,209.212277463897,254.123820168399,127.678757666859,117.212898779665,208.359194299994,221.999595762058
"Saraf",51.3908876579032,48.3790256017974,59.7133943715873,59.2754192687146,49.2129985611664,65.7930012838954,49.0838587004615,54.107221780501,55.1217415882751,46.8808187174986,61.1427458083402
"Mfhas1",31.7456175836909,32.4669872809405,60.7609977816152,54.9447950299044,36.3818867250867,53.959727671684,49.5674435152444,38.9286282117136,35.2694668400074,48.1830636818736,45.1427749426063
"Dlc1",25.9089793732365,28.4487957857746,4.88881591346329,4.05996022388457,24.2004514376693,3.31331661141919,4.83584814782872,26.6071816676391,26.8216903513829,7.81346978624977,4.285706481893
"Tusc3",17.6522716608864,18.3229532179565,22.6980738839367,25.1717533880843,19.1654581855367,20.8265615574921,21.7613166652292,18.2143122825449,19.641080336052,18.2314295012495,20.5713911130864
"Msr1",328.132953051155,337.528085593936,263.996059327018,278.783935373407,358.9462931359,285.418559526539,288.458342017983,359.28623835765,346.992419270253,252.635523088742,292.570895830562
"Cnot7",19.6452700742123,18.4836808777631,14.6664477403899,15.698512865687,20.1399730085301,14.6732592791421,18.3762229617491,23.2143195757925,19.8522747482677,15.6269395724995,12.2856919147599
"Vps37a",17.936985719933,17.0371319395034,19.9044647905291,25.1717533880843,18.67820077404,24.1398781689112,22.728486294795,25.1786081552826,20.9082468093457,26.0448992874992,20.5713911130864
"Slc7a2",228.91010347343,231.930013100976,172.854562654595,168.623681298672,215.692614155871,178.445766072148,158.132234433999,263.036097962634,231.891464612744,196.638989620619,152.285436989931
"Mtus1",17.7946286904097,18.8051361973764,19.9044647905291,19.4878090746459,15.4298180307287,20.3532306130036,16.2000912952262,21.6071743743915,21.9642188704238,22.1381643943743,18.5713947548697
"Asah1",136.3780342833,128.903583164922,82.7606693922,101.76966961204,127.336603537803,79.992929618549,86.3198894387426,112.85730747616,106.441983756669,79.4369428268726,92.8569737743484
"Frg1",90.9661418653744,94.1864086466887,120.823593289878,128.024079059827,85.5948852862531,122.119383678022,90.6721527717885,95.0001385717047,84.2665704740297,125.015516579996,153.714005817229
"Klkb1",84.7024325663502,98.2046001418546,87.3002841689873,66.8540116866325,81.2095685827828,74.3129582846876,98.167717400923,90.3572746565462,88.0680698939108,78.1346978624977,63.714169697476
"Cyp4v3",52.9568149826593,51.5935787979301,41.554935264438,49.8021787463173,56.6842788707824,48.2797563378225,44.7315953674156,52.8572199571891,52.5874086416877,49.4853086462485,51.428477782716
"Ufsp2",55.5192415140783,55.1295873136761,83.8082728022278,74.4326041045504,57.1715362822791,85.199570007922,81.7258336983053,56.2500820490357,54.6993527638439,85.9481676487474,85.7141296378601
"Slc25a4",261.794577293308,267.772281237856,343.264717352458,341.036658806303,252.72417742962,322.811704141127,254.365612575791,221.786037793341,214.362328398848,282.587157269367,333.427964291276
